num_branches,branch_lengths,skeleton_length,most_branches,analyzed,average_roundness,average_area,a_ratio,average_perimeter,largest_perimeter,thickness,branch_density,average_branches,average_circularity,roundness_variance,average_fractal_dim,average_num_projections,num_neighbors,proj_length,most_neighbors,most_projections,image_filename
20.440,20.440,177.421,40,25,8.543,1323.840,0.140,364.425,2227.973861217499,7.462,0.049,8.680,0.388,90.180,0.356,2.840,0.800,74.367,2,19,r02c02f07p01-ch2sk1fk1fl1.tiff
16.716,16.716,164.161,57,39,8.139,1330.256,0.115,343.365,1815.8002005815504,8.103,0.060,9.821,0.418,37.934,0.795,3.333,1.128,67.801,4,23,r02c11f08p01-ch2sk1fk1fl1.tiff
18.870,18.870,115.734,18,30,7.309,806.133,0.238,264.148,1002.1290652751924,6.965,0.053,6.133,0.297,40.976,0.709,2.133,0.600,40.725,2,8,r04c05f07p01-ch2sk1fk1fl1.tiff
16.422,16.422,265.097,186,42,8.001,2430.310,0.070,462.532,4840.731549739838,9.168,0.061,16.143,0.483,145.795,0.553,5.262,1.881,92.596,5,71,r03c08f04p01-ch2sk1fk1fl1.tiff
23.540,23.540,159.240,67,34,8.372,1162.676,0.107,339.302,3156.380057811737,7.301,0.042,6.765,0.392,170.382,0.541,2.529,1.647,67.225,6,19,r02c05f03p01-ch2sk1fk1fl1.tiff
18.828,18.828,202.520,74,41,7.373,1887.073,0.106,397.661,2568.054153203964,9.318,0.053,10.756,0.449,82.520,0.434,4.171,1.415,81.120,6,26,r03c06f09p01-ch2sk1fk1fl1.tiff
20.033,20.033,98.949,22,33,5.779,759.030,0.224,224.274,950.0529454946518,7.671,0.050,4.939,0.833,33.845,0.554,1.727,1.394,42.231,3,7,r04c02f03p01-ch2sk1fk1fl1.tiff
17.133,17.133,231.025,74,31,9.399,2030.194,0.247,467.518,2052.0154896974564,8.788,0.058,13.484,0.678,74.296,0.497,4.323,1.290,97.091,3,21,r04c11f03p01-ch2sk1fk1fl1.tiff
19.350,19.350,204.784,54,24,8.144,1727.833,0.140,405.726,2537.3190935850143,8.437,0.052,10.583,0.375,97.044,0.388,4.292,1.167,77.154,4,23,r03c06f06p01-ch2sk1fk1fl1.tiff
17.891,17.891,104.621,41,46,5.593,789.283,0.127,223.332,1158.472211480141,7.544,0.056,5.848,0.506,32.152,0.372,1.870,1.848,38.341,6,14,r04c03f04p01-ch2sk1fk1fl1.tiff
18.421,18.421,167.327,31,36,8.596,1205.028,0.162,341.551,1390.3199710845947,7.202,0.054,9.083,0.444,47.394,0.613,3.194,0.972,68.210,3,11,r02c04f04p01-ch2sk1fk1fl1.tiff
19.035,19.035,91.058,25,37,5.297,663.649,0.147,199.786,1200.8224967718124,7.288,0.053,4.784,0.809,31.548,0.642,1.649,3.405,39.356,10,10,r02c02f08p01-ch2sk1fk1fl1.tiff
16.187,16.187,214.912,243,47,7.052,1856.660,0.053,380.969,6027.897191643715,8.639,0.062,13.277,0.712,162.402,0.387,4.532,4.553,80.948,15,83,r03c09f03p01-ch2sk1fk1fl1.tiff
12.486,12.486,85.554,41,54,5.169,653.426,0.135,196.701,1198.454965591431,7.638,0.080,6.852,0.401,24.384,0.691,1.981,2.093,35.110,7,10,r02c11f07p01-ch2sk1fk1fl1.tiff
20.612,20.612,83.364,24,45,5.101,586.267,0.221,188.005,783.6193977594376,7.033,0.049,4.044,0.538,26.480,0.414,1.000,1.711,27.382,6,5,r04c05f08p01-ch2sk1fk1fl1.tiff
21.696,21.696,151.871,26,25,8.056,1128.040,0.193,329.046,1686.1433453559875,7.428,0.046,7.000,0.202,58.542,0.552,2.360,1.000,57.638,4,9,r04c02f09p01-ch2sk1fk1fl1.tiff
14.205,14.205,252.854,85,25,11.129,1886.720,0.181,492.420,1840.895651459694,7.462,0.070,17.800,0.286,82.367,0.589,4.560,0.720,96.157,2,23,r03c06f03p01-ch2sk1fk1fl1.tiff
16.034,16.034,162.956,90,49,6.968,1397.796,0.095,335.740,2749.291742324829,8.578,0.062,10.163,0.348,57.474,0.447,3.122,1.918,59.020,4,31,r04c11f06p01-ch2sk1fk1fl1.tiff
21.481,21.481,140.547,30,35,8.727,913.486,0.174,305.372,1144.8397433757782,6.500,0.047,6.543,0.561,70.101,0.558,2.200,1.143,62.870,4,10,r02c05f09p01-ch2sk1fk1fl1.tiff
16.809,16.809,93.128,30,37,5.591,670.405,0.128,206.296,1407.6092927455902,7.199,0.059,5.541,0.626,48.848,0.272,1.676,1.351,38.114,3,14,r02c03f05p01-ch2sk1fk1fl1.tiff
18.846,18.846,149.592,29,16,7.047,1231.062,0.173,305.543,1322.8712694644928,8.229,0.053,7.938,0.383,55.960,0.020,3.250,0.625,48.112,2,13,r04c04f05p01-ch2sk1fk1fl1.tiff
14.062,14.062,80.597,44,41,4.134,645.659,0.084,174.256,1849.4053170681,8.011,0.071,5.732,0.544,36.498,0.394,1.878,2.927,37.525,6,18,r02c11f02p01-ch2sk1fk1fl1.tiff
18.852,18.852,274.468,130,34,9.428,2458.206,0.080,508.772,4465.864457845688,8.956,0.053,14.559,0.589,158.510,0.361,4.853,2.647,82.432,9,49,r03c09f06p01-ch2sk1fk1fl1.tiff
21.748,21.748,106.702,24,32,6.586,722.844,0.189,234.505,1262.4377210140228,6.774,0.046,4.906,0.568,44.153,0.574,1.781,2.125,42.544,6,11,r02c04f01p01-ch2sk1fk1fl1.tiff
20.942,20.942,169.443,40,33,9.327,1200.273,0.218,361.237,1557.415423989296,7.084,0.048,8.091,0.461,66.513,0.503,2.424,1.030,67.014,3,12,r04c03f01p01-ch2sk1fk1fl1.tiff
